Data from USB4F003871__1__00-06-27-001.txt Node

Date: Thu Apr 24 00:06:27 PDT 2025
User: X13
Spectrometer: USB4F00387
Trigger mode: 4
Integration Time (sec): 1.000000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
345.118	-1243.8
345.334	-1243.8
345.55	-1243.8
345.767	-1208.98
345.983	-1284.76
346.199	-305.83
346.416	-371.36
346.632	177.49
346.848	392.53
347.064	-12.97
347.281	-273.06
347.497	304.46
347.713	161.11
347.929	-441
348.146	-244.39
348.362	435.53
348.578	177.49
348.794	-342.69
349.01	-338.6
349.226	-43.69
349.442	259.41
349.659	-164.52
349.875	-260.77
350.091	259.41
350.307	23.89
350.523	-111.27
350.739	-256.68
350.955	-51.88
351.171	263.51
351.387	-238.25
351.603	-303.78
351.819	331.09
352.035	-6.83
352.251	-242.34
352.467	83.28
352.683	228.69
352.899	482.64
353.115	-428.71
353.331	-119.46
353.547	449.87
353.763	693.58
353.978	-25.26
354.194	-225.96
354.41	423.25
354.626	253.27
354.842	-273.06
355.058	66.9
355.273	238.93
355.489	447.82
355.705	-211.62
355.921	7.51
356.137	490.83
356.352	-166.57
356.568	30.04
356.784	-121.51
357	451.92
357.215	671.05
357.431	-86.7
357.647	-219.82
357.862	85.33
358.078	470.35
358.294	-303.78
358.509	-86.7
358.725	120.15
358.94	384.34
359.156	-354.98
359.372	148.82
359.587	468.3
359.803	402.77
360.018	-268.97
360.234	-248.49
360.449	486.73
360.665	226.64
360.88	-406.18
361.096	-189.1
361.311	283.99
361.527	144.72
361.742	58.71
361.958	-146.09
362.173	304.46
362.389	-12.97
362.604	-338.6
362.819	-348.84
363.035	152.91
363.25	224.59
363.466	-328.36
363.681	-49.83
363.896	410.96
364.112	-82.6
364.327	-23.21
364.542	-385.7
364.758	-64.17
364.973	312.66
365.188	-334.5
365.403	-119.46
365.619	124.24
365.834	638.28
366.049	-121.51
366.264	-252.58
366.479	685.39
366.695	466.25
366.91	-160.42
367.125	488.78
367.34	464.21
367.555	52.56
367.77	197.97
367.985	-264.87
368.201	-60.07
368.416	482.64
368.631	-88.75
368.846	-271.01
369.061	-31.4
369.276	304.46
369.491	-105.13
369.706	54.61
369.921	13.65
370.136	458.06
370.351	-219.82
370.566	23.89
370.781	271.7
370.996	406.86
371.211	7.51
371.426	-80.55
371.641	382.29
371.856	206.16
372.07	-498.34
372.285	-58.03
372.5	66.9
372.715	257.36
372.93	-66.22
373.145	-404.13
373.359	197.97
373.574	195.92
373.789	-58.03
374.004	-174.76
374.219	177.49
374.433	230.74
374.648	-215.72
374.863	-101.03
375.078	9.56
375.292	456.01
375.507	-275.11
375.722	-385.7
375.936	247.12
376.151	415.05
376.366	27.99
376.58	-348.84
376.795	337.23
377.01	130.39
377.224	-117.42
377.439	-213.67
377.653	-2.73
377.868	283.99
378.082	-293.54
378.297	-8.87
378.512	-55.98
378.726	505.17
378.941	-445.09
379.155	46.42
379.37	177.49
379.584	187.73
379.798	-311.97
380.013	-80.55
380.227	390.48
380.442	513.36
380.656	-219.82
380.871	-127.66
381.085	372.05
381.299	431.44
381.514	-88.75
381.728	-88.75
381.942	-191.14
